,State,Year,Quater,District,Registered_Users
5900,Sikkim,2021,1,west,20769
5901,Sikkim,2021,1,north,13452
5902,Sikkim,2021,2,east,99077
5903,Sikkim,2021,2,south,35900
5904,Sikkim,2021,2,west,22352
5905,Sikkim,2021,2,north,14411
5906,Sikkim,2021,3,east,106352
5907,Sikkim,2021,3,south,38616
5908,Sikkim,2021,3,west,24132
5909,Sikkim,2021,3,north,15593
5910,Sikkim,2021,4,east,113537
5911,Sikkim,2021,4,south,41311
5912,Sikkim,2021,4,west,25834
5913,Sikkim,2021,4,north,16725
5914,Sikkim,2022,1,east,120360
5915,Sikkim,2022,1,south,43881
5916,Sikkim,2022,1,west,27594
5917,Sikkim,2022,1,north,17781
5918,Sikkim,2022,2,east,126666
5919,Sikkim,2022,2,south,46351
5920,Sikkim,2022,2,west,29184
5921,Sikkim,2022,2,north,18793
5922,Sikkim,2022,3,east,133152
5923,Sikkim,2022,3,south,48673
5924,Sikkim,2022,3,west,30513
5925,Sikkim,2022,3,north,19687
5926,Sikkim,2022,4,east,139175
5927,Sikkim,2022,4,south,50716
5928,Sikkim,2022,4,west,31605
5929,Sikkim,2022,4,north,20472
5930,Sikkim,2023,1,east,145199
5931,Sikkim,2023,1,south,52942
5932,Sikkim,2023,1,west,32945
5933,Sikkim,2023,1,north,21354
5934,Sikkim,2023,2,east,150852
5935,Sikkim,2023,2,south,55158
5936,Sikkim,2023,2,west,34427
5937,Sikkim,2023,2,north,22291
5938,Sikkim,2023,3,east,156600
5939,Sikkim,2023,3,south,57259
5940,Sikkim,2023,3,west,35808
5941,Sikkim,2023,3,north,23162
5942,Sikkim,2023,4,east,162011
5943,Sikkim,2023,4,south,59357
5944,Sikkim,2023,4,west,37183
5945,Sikkim,2023,4,north,24024
5946,Sikkim,2024,1,east,168229
5947,Sikkim,2024,1,south,61782
5948,Sikkim,2024,1,west,38748
5949,Sikkim,2024,1,north,25062
5950,Tamil Nadu,2018,1,chennai,292004
5951,Tamil Nadu,2018,1,thiruvallur,215622
5952,Tamil Nadu,2018,1,chengalpattu,215210
5953,Tamil Nadu,2018,1,coimbatore,170306
5954,Tamil Nadu,2018,1,kancheepuram,136352
5955,Tamil Nadu,2018,1,salem,88288
5956,Tamil Nadu,2018,1,tiruppur,87652
5957,Tamil Nadu,2018,1,madurai,72582
5958,Tamil Nadu,2018,1,krishnagiri,66958
5959,Tamil Nadu,2018,1,tiruchirappalli,62230
5960,Tamil Nadu,2018,2,chennai,401349
5961,Tamil Nadu,2018,2,thiruvallur,300210
5962,Tamil Nadu,2018,2,chengalpattu,292432
5963,Tamil Nadu,2018,2,coimbatore,244374
5964,Tamil Nadu,2018,2,kancheepuram,188583
5965,Tamil Nadu,2018,2,tiruppur,128535
5966,Tamil Nadu,2018,2,salem,126830
5967,Tamil Nadu,2018,2,madurai,105957
5968,Tamil Nadu,2018,2,krishnagiri,96842
5969,Tamil Nadu,2018,2,tiruchirappalli,91156
5970,Tamil Nadu,2018,3,chennai,511138
5971,Tamil Nadu,2018,3,thiruvallur,381620
5972,Tamil Nadu,2018,3,chengalpattu,368413
5973,Tamil Nadu,2018,3,coimbatore,318461
5974,Tamil Nadu,2018,3,kancheepuram,239985
5975,Tamil Nadu,2018,3,tiruppur,172195
5976,Tamil Nadu,2018,3,salem,164489
5977,Tamil Nadu,2018,3,madurai,138064
5978,Tamil Nadu,2018,3,krishnagiri,128769
5979,Tamil Nadu,2018,3,tiruchirappalli,119661
5980,Tamil Nadu,2018,4,chennai,689276
5981,Tamil Nadu,2018,4,thiruvallur,514830
5982,Tamil Nadu,2018,4,chengalpattu,483785
5983,Tamil Nadu,2018,4,coimbatore,415090
5984,Tamil Nadu,2018,4,kancheepuram,318007
5985,Tamil Nadu,2018,4,tiruppur,227253
5986,Tamil Nadu,2018,4,salem,215365
5987,Tamil Nadu,2018,4,madurai,183206
5988,Tamil Nadu,2018,4,krishnagiri,172743
5989,Tamil Nadu,2018,4,tiruchirappalli,160006
5990,Tamil Nadu,2019,1,chennai,830586
5991,Tamil Nadu,2019,1,thiruvallur,625908
5992,Tamil Nadu,2019,1,chengalpattu,578045
5993,Tamil Nadu,2019,1,coimbatore,495350
5994,Tamil Nadu,2019,1,kancheepuram,385091
5995,Tamil Nadu,2019,1,tiruppur,273869
5996,Tamil Nadu,2019,1,salem,257624
5997,Tamil Nadu,2019,1,madurai,224783
5998,Tamil Nadu,2019,1,krishnagiri,212859
5999,Tamil Nadu,2019,1,tiruchirappalli,193798
6000,Tamil Nadu,2019,2,chennai,969955
6001,Tamil Nadu,2019,2,thiruvallur,733978
6002,Tamil Nadu,2019,2,chengalpattu,667137
6003,Tamil Nadu,2019,2,coimbatore,584160
6004,Tamil Nadu,2019,2,kancheepuram,447527
6005,Tamil Nadu,2019,2,tiruppur,324350
6006,Tamil Nadu,2019,2,salem,302033
6007,Tamil Nadu,2019,2,madurai,268420
6008,Tamil Nadu,2019,2,krishnagiri,252986
6009,Tamil Nadu,2019,2,tiruchirappalli,229886
6010,Tamil Nadu,2019,3,chennai,1090190
6011,Tamil Nadu,2019,3,thiruvallur,828137
6012,Tamil Nadu,2019,3,chengalpattu,744424
6013,Tamil Nadu,2019,3,coimbatore,669547
6014,Tamil Nadu,2019,3,kancheepuram,503192
6015,Tamil Nadu,2019,3,tiruppur,371296
6016,Tamil Nadu,2019,3,salem,342259
6017,Tamil Nadu,2019,3,madurai,305793
6018,Tamil Nadu,2019,3,krishnagiri,290478
6019,Tamil Nadu,2019,3,tiruchirappalli,261919
6020,Tamil Nadu,2019,4,chennai,1216610
6021,Tamil Nadu,2019,4,thiruvallur,934744
6022,Tamil Nadu,2019,4,chengalpattu,829575
6023,Tamil Nadu,2019,4,coimbatore,767480
6024,Tamil Nadu,2019,4,kancheepuram,564806
6025,Tamil Nadu,2019,4,tiruppur,427694
6026,Tamil Nadu,2019,4,salem,390301
6027,Tamil Nadu,2019,4,madurai,351234
6028,Tamil Nadu,2019,4,krishnagiri,335178
6029,Tamil Nadu,2019,4,tiruchirappalli,299366
6030,Tamil Nadu,2020,1,chennai,1340762
6031,Tamil Nadu,2020,1,thiruvallur,1041642
6032,Tamil Nadu,2020,1,chengalpattu,912587
6033,Tamil Nadu,2020,1,coimbatore,868832
6034,Tamil Nadu,2020,1,kancheepuram,626872
6035,Tamil Nadu,2020,1,tiruppur,488697
6036,Tamil Nadu,2020,1,salem,442045
6037,Tamil Nadu,2020,1,madurai,402474
6038,Tamil Nadu,2020,1,krishnagiri,379857
6039,Tamil Nadu,2020,1,tiruchirappalli,339829
6040,Tamil Nadu,2020,2,chennai,1436722
6041,Tamil Nadu,2020,2,thiruvallur,1140330
6042,Tamil Nadu,2020,2,chengalpattu,979769
6043,Tamil Nadu,2020,2,coimbatore,958191
6044,Tamil Nadu,2020,2,kancheepuram,678899
6045,Tamil Nadu,2020,2,tiruppur,550609
6046,Tamil Nadu,2020,2,salem,499360
6047,Tamil Nadu,2020,2,madurai,456527
6048,Tamil Nadu,2020,2,krishnagiri,424184
6049,Tamil Nadu,2020,2,tiruchirappalli,383178
6050,Tamil Nadu,2020,3,chennai,1566152
6051,Tamil Nadu,2020,3,thiruvallur,1260923
6052,Tamil Nadu,2020,3,coimbatore,1073680
6053,Tamil Nadu,2020,3,chengalpattu,1064263
6054,Tamil Nadu,2020,3,kancheepuram,744437
6055,Tamil Nadu,2020,3,tiruppur,625391
6056,Tamil Nadu,2020,3,salem,564858
6057,Tamil Nadu,2020,3,madurai,516447
6058,Tamil Nadu,2020,3,krishnagiri,480568
6059,Tamil Nadu,2020,3,tiruchirappalli,433221
6060,Tamil Nadu,2020,4,chennai,1731527
6061,Tamil Nadu,2020,4,thiruvallur,1408348
6062,Tamil Nadu,2020,4,coimbatore,1205249
6063,Tamil Nadu,2020,4,chengalpattu,1170720
6064,Tamil Nadu,2020,4,kancheepuram,829207
6065,Tamil Nadu,2020,4,tiruppur,710489
6066,Tamil Nadu,2020,4,salem,638883
6067,Tamil Nadu,2020,4,madurai,582252
6068,Tamil Nadu,2020,4,krishnagiri,545815
6069,Tamil Nadu,2020,4,tiruchirappalli,487716
6070,Tamil Nadu,2021,1,chennai,1865001
6071,Tamil Nadu,2021,1,thiruvallur,1522407
6072,Tamil Nadu,2021,1,coimbatore,1304141
6073,Tamil Nadu,2021,1,chengalpattu,1259678
6074,Tamil Nadu,2021,1,kancheepuram,895950
6075,Tamil Nadu,2021,1,tiruppur,772074
6076,Tamil Nadu,2021,1,salem,693137
6077,Tamil Nadu,2021,1,madurai,630685
6078,Tamil Nadu,2021,1,krishnagiri,592655
6079,Tamil Nadu,2021,1,tiruchirappalli,527667
6080,Tamil Nadu,2021,2,chennai,1988355
6081,Tamil Nadu,2021,2,thiruvallur,1626966
6082,Tamil Nadu,2021,2,coimbatore,1393621
6083,Tamil Nadu,2021,2,chengalpattu,1344163
6084,Tamil Nadu,2021,2,kancheepuram,957182
6085,Tamil Nadu,2021,2,tiruppur,828168
6086,Tamil Nadu,2021,2,salem,742566
6087,Tamil Nadu,2021,2,madurai,675035
6088,Tamil Nadu,2021,2,krishnagiri,635191
6089,Tamil Nadu,2021,2,tiruchirappalli,565156
6090,Tamil Nadu,2021,3,chennai,2124347
6091,Tamil Nadu,2021,3,thiruvallur,1744228
6092,Tamil Nadu,2021,3,coimbatore,1494350
6093,Tamil Nadu,2021,3,chengalpattu,1438295
6094,Tamil Nadu,2021,3,kancheepuram,1025651
6095,Tamil Nadu,2021,3,tiruppur,891753
6096,Tamil Nadu,2021,3,salem,798213
6097,Tamil Nadu,2021,3,madurai,725021
6098,Tamil Nadu,2021,3,krishnagiri,683549
6099,Tamil Nadu,2021,3,tiruchirappalli,607438
6100,Tamil Nadu,2021,4,chennai,2261346
6101,Tamil Nadu,2021,4,thiruvallur,1860992
6102,Tamil Nadu,2021,4,coimbatore,1594082
6103,Tamil Nadu,2021,4,chengalpattu,1532535
6104,Tamil Nadu,2021,4,kancheepuram,1094222
6105,Tamil Nadu,2021,4,tiruppur,954674
6106,Tamil Nadu,2021,4,salem,853064
6107,Tamil Nadu,2021,4,madurai,774490
6108,Tamil Nadu,2021,4,krishnagiri,731018
6109,Tamil Nadu,2021,4,tiruchirappalli,649095
6110,Tamil Nadu,2022,1,chennai,2388315
6111,Tamil Nadu,2022,1,thiruvallur,1970646
6112,Tamil Nadu,2022,1,coimbatore,1687096
6113,Tamil Nadu,2022,1,chengalpattu,1621177
6114,Tamil Nadu,2022,1,kancheepuram,1158719
6115,Tamil Nadu,2022,1,tiruppur,1014036
6116,Tamil Nadu,2022,1,salem,905104
6117,Tamil Nadu,2022,1,madurai,820952
6118,Tamil Nadu,2022,1,krishnagiri,776101
6119,Tamil Nadu,2022,1,tiruchirappalli,688562
6120,Tamil Nadu,2022,2,chennai,2509588
6121,Tamil Nadu,2022,2,thiruvallur,2075274
6122,Tamil Nadu,2022,2,coimbatore,1775760
6123,Tamil Nadu,2022,2,chengalpattu,1704864
6124,Tamil Nadu,2022,2,kancheepuram,1220237
6125,Tamil Nadu,2022,2,tiruppur,1070480
6126,Tamil Nadu,2022,2,salem,954155
6127,Tamil Nadu,2022,2,madurai,864806
6128,Tamil Nadu,2022,2,krishnagiri,818552
6129,Tamil Nadu,2022,2,tiruchirappalli,725751
6130,Tamil Nadu,2022,3,chennai,2635738
6131,Tamil Nadu,2022,3,thiruvallur,2183990
6132,Tamil Nadu,2022,3,coimbatore,1867655
6133,Tamil Nadu,2022,3,chengalpattu,1791530
6134,Tamil Nadu,2022,3,kancheepuram,1284243
6135,Tamil Nadu,2022,3,tiruppur,1128474
6136,Tamil Nadu,2022,3,salem,1005031
6137,Tamil Nadu,2022,3,madurai,910111
6138,Tamil Nadu,2022,3,krishnagiri,862231
6139,Tamil Nadu,2022,3,tiruchirappalli,763327
6140,Tamil Nadu,2022,4,chennai,2763151
6141,Tamil Nadu,2022,4,thiruvallur,2290089
6142,Tamil Nadu,2022,4,coimbatore,1955681
6143,Tamil Nadu,2022,4,chengalpattu,1876163
6144,Tamil Nadu,2022,4,kancheepuram,1346845
6145,Tamil Nadu,2022,4,tiruppur,1183174
6146,Tamil Nadu,2022,4,salem,1052099
6147,Tamil Nadu,2022,4,madurai,953739
6148,Tamil Nadu,2022,4,krishnagiri,902906
6149,Tamil Nadu,2022,4,tiruchirappalli,798742
6150,Tamil Nadu,2023,1,chennai,2885933
6151,Tamil Nadu,2023,1,thiruvallur,2393917
6152,Tamil Nadu,2023,1,coimbatore,2042019
6153,Tamil Nadu,2023,1,chengalpattu,1959401
6154,Tamil Nadu,2023,1,kancheepuram,1408216
6155,Tamil Nadu,2023,1,tiruppur,1237941
6156,Tamil Nadu,2023,1,salem,1100202
6157,Tamil Nadu,2023,1,madurai,996514
6158,Tamil Nadu,2023,1,krishnagiri,944553
6159,Tamil Nadu,2023,1,tiruchirappalli,834366
6160,Tamil Nadu,2023,2,chennai,2987502
6161,Tamil Nadu,2023,2,thiruvallur,2484893
6162,Tamil Nadu,2023,2,coimbatore,2118883
6163,Tamil Nadu,2023,2,chengalpattu,2031529
6164,Tamil Nadu,2023,2,kancheepuram,1461910
6165,Tamil Nadu,2023,2,tiruppur,1289806
6166,Tamil Nadu,2023,2,salem,1144842
6167,Tamil Nadu,2023,2,madurai,1035842
6168,Tamil Nadu,2023,2,krishnagiri,983032
6169,Tamil Nadu,2023,2,tiruchirappalli,868289
6170,Tamil Nadu,2023,3,chennai,3098864
6171,Tamil Nadu,2023,3,thiruvallur,2582607
6172,Tamil Nadu,2023,3,coimbatore,2200165
6173,Tamil Nadu,2023,3,chengalpattu,2109212
6174,Tamil Nadu,2023,3,kancheepuram,1519225
6175,Tamil Nadu,2023,3,tiruppur,1341973
6176,Tamil Nadu,2023,3,salem,1191010
6177,Tamil Nadu,2023,3,madurai,1076620
6178,Tamil Nadu,2023,3,krishnagiri,1023066
6179,Tamil Nadu,2023,3,tiruchirappalli,903048
6180,Tamil Nadu,2023,4,chennai,3205005
6181,Tamil Nadu,2023,4,thiruvallur,2676065
6182,Tamil Nadu,2023,4,coimbatore,2277873
6183,Tamil Nadu,2023,4,chengalpattu,2183205
6184,Tamil Nadu,2023,4,kancheepuram,1574315
6185,Tamil Nadu,2023,4,tiruppur,1392956
6186,Tamil Nadu,2023,4,salem,1236133
6187,Tamil Nadu,2023,4,madurai,1115928
6188,Tamil Nadu,2023,4,krishnagiri,1060928
6189,Tamil Nadu,2023,4,tiruchirappalli,936873
6190,Tamil Nadu,2024,1,chennai,3324538
6191,Tamil Nadu,2024,1,thiruvallur,2781638
6192,Tamil Nadu,2024,1,coimbatore,2365485
6193,Tamil Nadu,2024,1,chengalpattu,2267245
6194,Tamil Nadu,2024,1,kancheepuram,1636613
6195,Tamil Nadu,2024,1,tiruppur,1450347
6196,Tamil Nadu,2024,1,salem,1286923
6197,Tamil Nadu,2024,1,madurai,1160424
6198,Tamil Nadu,2024,1,krishnagiri,1103984
6199,Tamil Nadu,2024,1,tiruchirappalli,974721
6200,Telangana,2018,1,hyderabad,655175
6201,Telangana,2018,1,rangareddy,635175
6202,Telangana,2018,1,medchal malkajgiri,549429
6203,Telangana,2018,1,sangareddy,142807
6204,Telangana,2018,1,warangal urban,133840
6205,Telangana,2018,1,karimnagar,100028
6206,Telangana,2018,1,khammam,84941
6207,Telangana,2018,1,nalgonda,84459
6208,Telangana,2018,1,nizamabad,77516
6209,Telangana,2018,1,peddapalle,67418
6210,Telangana,2018,2,hyderabad,842483
6211,Telangana,2018,2,rangareddy,804959
6212,Telangana,2018,2,medchal malkajgiri,696211
6213,Telangana,2018,2,sangareddy,182673
6214,Telangana,2018,2,warangal urban,171260
6215,Telangana,2018,2,karimnagar,126122
6216,Telangana,2018,2,khammam,111361
6217,Telangana,2018,2,nalgonda,110668
6218,Telangana,2018,2,nizamabad,100652
6219,Telangana,2018,2,peddapalle,86033
6220,Telangana,2018,3,hyderabad,1024241
6221,Telangana,2018,3,rangareddy,963186
6222,Telangana,2018,3,medchal malkajgiri,828425
6223,Telangana,2018,3,sangareddy,220802
6224,Telangana,2018,3,warangal urban,199919
6225,Telangana,2018,3,karimnagar,148562
6226,Telangana,2018,3,khammam,135353
6227,Telangana,2018,3,nalgonda,134723
6228,Telangana,2018,3,nizamabad,120650
6229,Telangana,2018,3,peddapalle,102365
6230,Telangana,2018,4,hyderabad,1336872
6231,Telangana,2018,4,rangareddy,1217664
6232,Telangana,2018,4,medchal malkajgiri,1056739
6233,Telangana,2018,4,sangareddy,281038
6234,Telangana,2018,4,warangal urban,249500
6235,Telangana,2018,4,karimnagar,182600
6236,Telangana,2018,4,nalgonda,171002
6237,Telangana,2018,4,khammam,168485
6238,Telangana,2018,4,nizamabad,150190
6239,Telangana,2018,4,peddapalle,124191
6240,Telangana,2019,1,hyderabad,1638436
6241,Telangana,2019,1,rangareddy,1470874
6242,Telangana,2019,1,medchal malkajgiri,1279531
6243,Telangana,2019,1,sangareddy,346529
6244,Telangana,2019,1,warangal urban,301881
6245,Telangana,2019,1,karimnagar,218609
6246,Telangana,2019,1,nalgonda,211184
6247,Telangana,2019,1,khammam,206049
6248,Telangana,2019,1,nizamabad,186351
6249,Telangana,2019,1,siddipet,152281
6250,Telangana,2019,2,hyderabad,1856926
6251,Telangana,2019,2,rangareddy,1651300
6252,Telangana,2019,2,medchal malkajgiri,1428880
6253,Telangana,2019,2,sangareddy,395371
6254,Telangana,2019,2,warangal urban,342602
6255,Telangana,2019,2,karimnagar,246886
6256,Telangana,2019,2,nalgonda,243227
6257,Telangana,2019,2,khammam,239435
6258,Telangana,2019,2,nizamabad,217841
6259,Telangana,2019,2,siddipet,175413
6260,Telangana,2019,3,hyderabad,2071673
6261,Telangana,2019,3,rangareddy,1826019
6262,Telangana,2019,3,medchal malkajgiri,1572320
6263,Telangana,2019,3,sangareddy,441944
6264,Telangana,2019,3,warangal urban,381730
6265,Telangana,2019,3,karimnagar,274735
6266,Telangana,2019,3,nalgonda,274568
6267,Telangana,2019,3,khammam,270101
6268,Telangana,2019,3,nizamabad,248977
6269,Telangana,2019,3,siddipet,196397
6270,Telangana,2019,4,hyderabad,2283903
6271,Telangana,2019,4,rangareddy,2001437
6272,Telangana,2019,4,medchal malkajgiri,1714832
6273,Telangana,2019,4,sangareddy,493353
6274,Telangana,2019,4,warangal urban,421970
6275,Telangana,2019,4,nalgonda,312849
6276,Telangana,2019,4,karimnagar,305507
6277,Telangana,2019,4,khammam,304804
6278,Telangana,2019,4,nizamabad,284623
6279,Telangana,2019,4,siddipet,221164
6280,Telangana,2020,1,hyderabad,2483843
6281,Telangana,2020,1,rangareddy,2166829
6282,Telangana,2020,1,medchal malkajgiri,1845599
6283,Telangana,2020,1,sangareddy,542540
6284,Telangana,2020,1,warangal urban,457591
6285,Telangana,2020,1,nalgonda,351793
6286,Telangana,2020,1,khammam,340747
6287,Telangana,2020,1,karimnagar,334300
6288,Telangana,2020,1,nizamabad,320572
6289,Telangana,2020,1,siddipet,245168
6290,Telangana,2020,2,hyderabad,2653534
6291,Telangana,2020,2,rangareddy,2313748
6292,Telangana,2020,2,medchal malkajgiri,1963353
6293,Telangana,2020,2,sangareddy,593360
6294,Telangana,2020,2,warangal urban,495066
6295,Telangana,2020,2,nalgonda,393199
6296,Telangana,2020,2,khammam,380382
6297,Telangana,2020,2,karimnagar,362986
6298,Telangana,2020,2,nizamabad,362663
6299,Telangana,2020,2,siddipet,269076
6300,Telangana,2020,3,hyderabad,2875965
6301,Telangana,2020,3,rangareddy,2495699
6302,Telangana,2020,3,medchal malkajgiri,2111567
6303,Telangana,2020,3,sangareddy,649580
6304,Telangana,2020,3,warangal urban,535485
6305,Telangana,2020,3,nalgonda,435022
6306,Telangana,2020,3,khammam,421101
6307,Telangana,2020,3,nizamabad,405678
6308,Telangana,2020,3,karimnagar,394328
6309,Telangana,2020,3,bhadradri kothagudem,297785
6310,Telangana,2020,4,hyderabad,3142385
6311,Telangana,2020,4,rangareddy,2704868
6312,Telangana,2020,4,medchal malkajgiri,2282695
6313,Telangana,2020,4,sangareddy,711551
6314,Telangana,2020,4,warangal urban,579306
6315,Telangana,2020,4,nalgonda,478409
6316,Telangana,2020,4,khammam,461801
6317,Telangana,2020,4,nizamabad,449731
6318,Telangana,2020,4,karimnagar,428019
6319,Telangana,2020,4,bhadradri kothagudem,328326
6320,Telangana,2021,1,hyderabad,3379663
6321,Telangana,2021,1,rangareddy,2906635
6322,Telangana,2021,1,medchal malkajgiri,2450573
6323,Telangana,2021,1,sangareddy,767476
6324,Telangana,2021,1,warangal urban,620947
6325,Telangana,2021,1,nalgonda,517727
6326,Telangana,2021,1,khammam,497818
6327,Telangana,2021,1,nizamabad,485751
6328,Telangana,2021,1,karimnagar,459407
6329,Telangana,2021,1,bhadradri kothagudem,354847
6330,Telangana,2021,2,hyderabad,3598337
6331,Telangana,2021,2,rangareddy,3097973
6332,Telangana,2021,2,medchal malkajgiri,2611159
6333,Telangana,2021,2,sangareddy,820387
6334,Telangana,2021,2,warangal urban,661592
6335,Telangana,2021,2,nalgonda,555043
6336,Telangana,2021,2,khammam,532589
6337,Telangana,2021,2,nizamabad,518801
6338,Telangana,2021,2,karimnagar,490218
6339,Telangana,2021,2,bhadradri kothagudem,380059
6340,Telangana,2021,3,hyderabad,3839513
6341,Telangana,2021,3,rangareddy,3310906
6342,Telangana,2021,3,medchal malkajgiri,2790387
6343,Telangana,2021,3,sangareddy,880907
6344,Telangana,2021,3,warangal urban,707591
6345,Telangana,2021,3,nalgonda,598288
6346,Telangana,2021,3,khammam,572647
6347,Telangana,2021,3,nizamabad,556044
6348,Telangana,2021,3,karimnagar,524929
6349,Telangana,2021,3,bhadradri kothagudem,409224
6350,Telangana,2021,4,hyderabad,4081185
6351,Telangana,2021,4,rangareddy,3523496
6352,Telangana,2021,4,medchal malkajgiri,2969740
6353,Telangana,2021,4,sangareddy,940845
6354,Telangana,2021,4,warangal urban,753613
6355,Telangana,2021,4,nalgonda,641044
6356,Telangana,2021,4,khammam,612314
6357,Telangana,2021,4,nizamabad,593223
6358,Telangana,2021,4,karimnagar,559456
6359,Telangana,2021,4,bhadradri kothagudem,438017
6360,Telangana,2022,1,hyderabad,4306136
6361,Telangana,2022,1,rangareddy,3722676
6362,Telangana,2022,1,medchal malkajgiri,3138387
6363,Telangana,2022,1,sangareddy,997988
6364,Telangana,2022,1,warangal urban,797162
6365,Telangana,2022,1,nalgonda,681754
6366,Telangana,2022,1,khammam,650223
6367,Telangana,2022,1,nizamabad,628661
6368,Telangana,2022,1,karimnagar,592752
6369,Telangana,2022,1,bhadradri kothagudem,465349
6370,Telangana,2022,2,hyderabad,4519625
6371,Telangana,2022,2,rangareddy,3911372
6372,Telangana,2022,2,medchal malkajgiri,3297882
6373,Telangana,2022,2,sangareddy,1051378
6374,Telangana,2022,2,warangal urban,838533
6375,Telangana,2022,2,nalgonda,719911
6376,Telangana,2022,2,khammam,685755
6377,Telangana,2022,2,nizamabad,662427
6378,Telangana,2022,2,karimnagar,624054
6379,Telangana,2022,2,bhadradri kothagudem,491003
6380,Telangana,2022,3,hyderabad,4739891
6381,Telangana,2022,3,rangareddy,4105107
6382,Telangana,2022,3,medchal malkajgiri,3463208
6383,Telangana,2022,3,sangareddy,1106571
6384,Telangana,2022,3,warangal urban,881363
6385,Telangana,2022,3,nalgonda,758377
6386,Telangana,2022,3,khammam,721877
6387,Telangana,2022,3,nizamabad,697031
6388,Telangana,2022,3,karimnagar,656534
6389,Telangana,2022,3,bhadradri kothagudem,517431
6390,Telangana,2022,4,hyderabad,4962214
6391,Telangana,2022,4,rangareddy,4296707
6392,Telangana,2022,4,medchal malkajgiri,3628619
6393,Telangana,2022,4,sangareddy,1159594
6394,Telangana,2022,4,warangal urban,923715
6395,Telangana,2022,4,nalgonda,793688
6396,Telangana,2022,4,khammam,755705
6397,Telangana,2022,4,nizamabad,729287
6398,Telangana,2022,4,karimnagar,687385
6399,Telangana,2022,4,bhadradri kothagudem,542203
6400,Telangana,2023,1,hyderabad,5176899
6401,Telangana,2023,1,rangareddy,4483193
6402,Telangana,2023,1,medchal malkajgiri,3787461
6403,Telangana,2023,1,sangareddy,1212607
6404,Telangana,2023,1,warangal urban,964802
6405,Telangana,2023,1,nalgonda,830827
6406,Telangana,2023,1,khammam,790500
6407,Telangana,2023,1,nizamabad,761985
6408,Telangana,2023,1,karimnagar,718193
6409,Telangana,2023,1,bhadradri kothagudem,567571
6410,Telangana,2023,2,hyderabad,5349842
6411,Telangana,2023,2,rangareddy,4638501
6412,Telangana,2023,2,medchal malkajgiri,3918732
6413,Telangana,2023,2,sangareddy,1259927
6414,Telangana,2023,2,warangal urban,1000275
6415,Telangana,2023,2,nalgonda,866073
6416,Telangana,2023,2,khammam,822976
6417,Telangana,2023,2,nizamabad,792269
6418,Telangana,2023,2,karimnagar,745882
6419,Telangana,2023,2,bhadradri kothagudem,591314
6420,Telangana,2023,3,hyderabad,5543537
6421,Telangana,2023,3,rangareddy,4809474
6422,Telangana,2023,3,medchal malkajgiri,4064256
6423,Telangana,2023,3,sangareddy,1310211
6424,Telangana,2023,3,warangal urban,1039220
6425,Telangana,2023,3,nalgonda,902281
6426,Telangana,2023,3,khammam,857112
6427,Telangana,2023,3,nizamabad,823846
6428,Telangana,2023,3,karimnagar,775594
6429,Telangana,2023,3,bhadradri kothagudem,616038
6430,Telangana,2023,4,hyderabad,5720710
6431,Telangana,2023,4,rangareddy,4964411
6432,Telangana,2023,4,medchal malkajgiri,4195726
6433,Telangana,2023,4,sangareddy,1356536
6434,Telangana,2023,4,warangal urban,1075692
6435,Telangana,2023,4,nalgonda,936167
6436,Telangana,2023,4,khammam,888902
6437,Telangana,2023,4,nizamabad,854338
6438,Telangana,2023,4,karimnagar,803398
6439,Telangana,2023,4,bhadradri kothagudem,638916
6440,Telangana,2024,1,hyderabad,5928930
6441,Telangana,2024,1,rangareddy,5149421
6442,Telangana,2024,1,medchal malkajgiri,4352811
6443,Telangana,2024,1,sangareddy,1411306
6444,Telangana,2024,1,warangal urban,1117693
6445,Telangana,2024,1,nalgonda,975830
6446,Telangana,2024,1,khammam,925918
6447,Telangana,2024,1,nizamabad,889165
6448,Telangana,2024,1,karimnagar,835681
6449,Telangana,2024,1,bhadradri kothagudem,666127
6450,Tripura,2018,1,west tripura,27242
6451,Tripura,2018,1,south tripura,5361
6452,Tripura,2018,1,sepahijala,4664
6453,Tripura,2018,1,gomati,4509
6454,Tripura,2018,1,north tripura,4432
6455,Tripura,2018,1,dhalai,3448
6456,Tripura,2018,1,khowai,3017
6457,Tripura,2018,1,unakoti,2484
6458,Tripura,2018,2,west tripura,40345
6459,Tripura,2018,2,south tripura,8068
6460,Tripura,2018,2,sepahijala,7217
6461,Tripura,2018,2,gomati,6973
6462,Tripura,2018,2,north tripura,6702
6463,Tripura,2018,2,dhalai,5549
6464,Tripura,2018,2,khowai,4674
6465,Tripura,2018,2,unakoti,3841
6466,Tripura,2018,3,west tripura,53531
6467,Tripura,2018,3,south tripura,12286
6468,Tripura,2018,3,sepahijala,10803
6469,Tripura,2018,3,gomati,10168
6470,Tripura,2018,3,north tripura,9771
6471,Tripura,2018,3,dhalai,8039
6472,Tripura,2018,3,khowai,6816
6473,Tripura,2018,3,unakoti,5460
6474,Tripura,2018,4,west tripura,67549
6475,Tripura,2018,4,south tripura,16426
6476,Tripura,2018,4,sepahijala,14973
6477,Tripura,2018,4,gomati,13542
6478,Tripura,2018,4,north tripura,13150
6479,Tripura,2018,4,dhalai,10877
6480,Tripura,2018,4,khowai,9488
6481,Tripura,2018,4,unakoti,7260
6482,Tripura,2019,1,west tripura,79732
6483,Tripura,2019,1,south tripura,19784
6484,Tripura,2019,1,sepahijala,18086
